Annual Tuition Fee*,Course Duration,Course Credits,Delivery Medium,Course Link,Tuition Link,Application Fee,Application Link
"CA$6,731",24 Months,12,On Campus,https://grad.usask.ca/programs/archaeology.php#Program,https://grad.usask.ca/programs/archaeology.php#Tuitionandfunding,,
"CA$8,096",24 Months,30,On Campus,https://grad.usask.ca/programs/philosophy.php#Program,https://grad.usask.ca/programs/philosophy.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$6,731",24 Months,12,On Campus,https://grad.usask.ca/programs/geography.php#Program,https://grad.usask.ca/programs/geography.php#Tuitionandfunding,,
"CA$6,731",24 Months,30,On Campus,https://grad.usask.ca/programs/educational-foundations.php#Program,https://grad.usask.ca/programs/educational-foundations.php#Tuitionandfunding,,
"CA$6,731",24 Months,NA,On Campus,https://grad.usask.ca/programs/physiology.php#Program,https://grad.usask.ca/programs/physiology.php#Tuitionandfunding,,
"CA$6,731",24 Months,18,On Campus,https://grad.usask.ca/programs/indigenous-studies.php,https://grad.usask.ca/programs/indigenous-studies.php,,
"CA$8,096",24 Months,NA,On Campus,https://grad.usask.ca/programs/mathematics.php#Program,https://grad.usask.ca/programs/mathematics.php#Tuitionandfunding,CA$120,https://pawnss.usask.ca/banprod/bwskalog.p_disploginnew?in_id=
"£25,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/g503/business-analytics-and-decision-sciences-msc,https://courses.leeds.ac.uk/g503/business-analytics-and-decision-sciences-msc#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSC-BS%2FBADS&year=2021%2F22
"£26,500",12 Months,180,On Campus,https://courses.leeds.ac.uk/i071/data-science-and-analytics-msc,https://courses.leeds.ac.uk/i071/data-science-and-analytics-msc,NA,https://application.leeds.ac.uk/login/?courseId=MSC-DS%26A&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/g600/aerospace-engineering-msc,https://courses.leeds.ac.uk/g600/aerospace-engineering-msc,NA,https://application.leeds.ac.uk/login/?courseId=MSC-AERO%2FE&year=2021%2F22
"£29,250",12 Months,180,On Campus,https://courses.leeds.ac.uk/f839/financial-risk-management-msc,https://courses.leeds.ac.uk/f839/financial-risk-management-msc#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSC-BS%2FFRM&year=2021%2F22
"£25,000",12 Months,60,On Campus,https://courses.leeds.ac.uk/f753/advanced-computer-science-msc,https://courses.leeds.ac.uk/f753/advanced-computer-science-msc#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSC-ACS-FT&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/8665/automotive-engineering-msc-eng-,https://courses.leeds.ac.uk/8665/automotive-engineering-msc-eng-,NA,https://application.leeds.ac.uk/login/?courseId=MSE-AUTO&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/f322/electrical-engineering-and-renewable-energy-systems-msc-eng-,https://courses.leeds.ac.uk/f322/electrical-engineering-and-renewable-energy-systems-msc-eng-,NA,https://application.leeds.ac.uk/login/?courseId=MSE-ELEC%2FRES&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/g488/mechatronics-and-robotics-msc-eng-,https://courses.leeds.ac.uk/g488/mechatronics-and-robotics-msc-eng-#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSE-MTC%2FR&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/a078/management-msc,https://courses.leeds.ac.uk/a078/management-msc,NA,https://application.leeds.ac.uk/login/?courseId=MSC-BS%2FMAN&year=2021%2F22
"£25,750",12 Months,120,On Campus,https://courses.leeds.ac.uk/f360/advanced-mechanical-engineering-msc-eng-,https://courses.leeds.ac.uk/f360/advanced-mechanical-engineering-msc-eng-#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSE-ADVME-FT&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/8810/international-construction-management-and-engineering-msc-eng-,https://courses.leeds.ac.uk/8810/international-construction-management-and-engineering-msc-eng-#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSE-CIV%2FI-FT&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/e430/engineering-project-management-msc-eng-,https://courses.leeds.ac.uk/e430/engineering-project-management-msc-eng-#section3,£30,https://application.leeds.ac.uk/login/?courseId=MSE-EPM-FT&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/f094/structural-engineering-msc-eng-,https://courses.leeds.ac.uk/f094/structural-engineering-msc-eng-,NA,https://application.leeds.ac.uk/login/?courseId=MSE-CV%2FSE-FT&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/e682/energy-and-environment-msc,https://courses.leeds.ac.uk/e682/energy-and-environment-msc,NA,https://application.leeds.ac.uk/login/?courseId=MSC-EGY%26EV&year=2021%2F22
"£24,000",12 Months,180,On Campus,https://courses.leeds.ac.uk/i537/advanced-computer-science-artificial-intelligence-msc,https://courses.leeds.ac.uk/i537/advanced-computer-science-artificial-intelligence-msc,NA,https://application.leeds.ac.uk/login/?courseId=MSC-ACS%2FAI-F&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/f310/embedded-systems-engineering-msc-eng-,https://courses.leeds.ac.uk/f310/embedded-systems-engineering-msc-eng-#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSE-ESENG&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/i239/advanced-chemical-engineering-msc,https://courses.leeds.ac.uk/i239/advanced-chemical-engineering-msc#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSC-CEM%2FACE&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/e420/transport-planning-and-engineering-msc-eng-,https://courses.leeds.ac.uk/e420/transport-planning-and-engineering-msc-eng-#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSE-TRN%2FP-FT&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/g235/communications-and-signal-processing-msc-eng-,https://courses.leeds.ac.uk/g235/communications-and-signal-processing-msc-eng-#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSE-CN%26SP&year=2021%2F22
"£31,250",12 Months,180,On Campus,https://courses.leeds.ac.uk/a992/full-time-mba,https://courses.leeds.ac.uk/a992/full-time-mba#section3,NA,https://application.leeds.ac.uk/login/?courseId=MBA-BSADM-FT&year=2021%2F22
"£28,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/e763/international-business-msc,https://courses.leeds.ac.uk/e763/international-business-msc#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSC-BS%2FIB&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/i252/physics-msc,https://courses.leeds.ac.uk/i252/physics-msc,NA,https://application.leeds.ac.uk/login/?courseId=MSC-PHYS&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/a990/bioscience-msc,https://courses.leeds.ac.uk/a990/bioscience-msc#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSC-BIOL%2FBS&year=2021%2F22
"£20,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/a672/design-ma,https://courses.leeds.ac.uk/a672/design-ma#section3,NA,https://application.leeds.ac.uk/login/?courseId=MA-DESN&year=2021%2F22
"£29,250",12 Months,180,On Campus,https://courses.leeds.ac.uk/f921/accounting-and-finance-msc,https://courses.leeds.ac.uk/f921/accounting-and-finance-msc#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSC-BS%2FA%26F&year=2021%2F22
"£25,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/8320/food-science-msc,https://courses.leeds.ac.uk/8320/food-science-msc,NA,https://application.leeds.ac.uk/login/?courseId=MSC-FOOD&year=2021%2F22
"£24,500",12 Months,120,On Campus,https://courses.leeds.ac.uk/g723/sustainability-and-consultancy-msc,https://courses.leeds.ac.uk/g723/sustainability-and-consultancy-msc#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSC-EV%2FS%26C&year=2021%2F22
"£20,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/i889/international-law-and-global-governance-llm,https://courses.leeds.ac.uk/i889/international-law-and-global-governance-llm#section3,NA,https://application.leeds.ac.uk/login/?courseId=LLM-LAW%2FIGGF&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/i238/chemical-process-engineering-msc,https://courses.leeds.ac.uk/i238/chemical-process-engineering-msc,NA,https://application.leeds.ac.uk/login/?courseId=MSC-CEM%2FPE&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/g591/materials-science-and-engineering-msc,https://courses.leeds.ac.uk/g591/materials-science-and-engineering-msc#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSC-MS%26E-FT&year=2021%2F22
"£22,250",12 Months,180,On Campus,https://courses.leeds.ac.uk/e135/international-journalism-ma,https://courses.leeds.ac.uk/e135/international-journalism-ma#section3,NA,https://application.leeds.ac.uk/login/?courseId=MA-COMM%2FIJ&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/7615/human-resource-management-ma,https://courses.leeds.ac.uk/7615/human-resource-management-ma#section3,NA,https://application.leeds.ac.uk/login/?courseId=MA-BS%2FHRM&year=2021%2F22
"£23,000",12 Months,180,On Campus,https://courses.leeds.ac.uk/f038/statistics-msc,A bachelor degree with a 2:1 (hons) in a subject containing a substantial mathematical and statistical component.  Successful applicants will have a foundation in Statistics including strong grades in statistical modules. We may ask for further detailed module information if these are not clear on your transcript. We do not normally accept degrees in Accountancy or Finance.,NA,https://application.leeds.ac.uk/login/?courseId=MSC-STAT&year=2021%2F22
"£23,250",12 Months,180,On Campus,https://courses.leeds.ac.uk/g506/digital-information-management-and-systems-innovation-msc,https://courses.leeds.ac.uk/g506/digital-information-management-and-systems-innovation-msc,NA,https://application.leeds.ac.uk/login/?courseId=MSC-BS%2FDIMSI&year=2021%2F22
"£20,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/e461/international-business-law-llm,https://courses.leeds.ac.uk/e461/international-business-law-llm,NA,https://application.leeds.ac.uk/login/?courseId=LLM-LAW%2FIBL&year=2021%2F22
"£25,250",12 Months,180,On Campus,https://courses.leeds.ac.uk/7652/international-marketing-management-msc,https://courses.leeds.ac.uk/7652/international-marketing-management-msc#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSC-LUBS7652&year=2021%2F22
"£22,500",12 Months,180,On Campus,https://courses.leeds.ac.uk/f669/mathematics-msc,https://courses.leeds.ac.uk/f669/mathematics-msc,NA,https://application.leeds.ac.uk/login/?courseId=MSC-MATH&year=2021%2F22
"£20,250",12 Months,180,On Campus,https://courses.leeds.ac.uk/i675/political-science-msc,https://courses.leeds.ac.uk/i675/political-science-msc#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSC-POL%2FSC&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/i588/chemistry-msc,https://courses.leeds.ac.uk/i588/chemistry-msc,NA,https://application.leeds.ac.uk/login/?courseId=MSC-CHEM&year=2021%2F22
"£20,250",12 Months,180,On Campus,https://courses.leeds.ac.uk/7965/philosophy-ma,https://courses.leeds.ac.uk/7965/philosophy-ma#section3,NA,https://application.leeds.ac.uk/login/?courseId=MA-PHIL&year=2021%2F22
"£25,250",12 Months,180,On Campus,https://courses.leeds.ac.uk/7002/advertising-and-marketing-ma,https://courses.leeds.ac.uk/7002/advertising-and-marketing-ma#section3,NA,https://application.leeds.ac.uk/login/?courseId=MA-BS%2FA%26M&year=2021%2F22
"£20,250",12 Months,180,On Campus,https://courses.leeds.ac.uk/f819/international-relations-ma,https://courses.leeds.ac.uk/f819/international-relations-ma#section3,NA,https://application.leeds.ac.uk/login/?courseId=MA-INT%2FR&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/g813/infection-immunity-and-human-disease-msc,https://courses.leeds.ac.uk/g813/infection-immunity-and-human-disease-msc,NA,https://application.leeds.ac.uk/login/?courseId=MSC-BSGS%2FIID&year=2021%2F22
"£20,250",12 Months,180,On Campus,https://courses.leeds.ac.uk/a591/education-ma,https://courses.leeds.ac.uk/a591/education-ma#section3,NA,https://application.leeds.ac.uk/login/?courseId=MA-ED-FT&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/e430/engineering-project-management-msc-eng-,https://courses.leeds.ac.uk/e430/engineering-project-management-msc-eng-#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSE-EPM-FT&year=2021%2F22
"£23,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/f953/organizational-psychology-msc,https://courses.leeds.ac.uk/f953/organizational-psychology-msc#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSC-BS%2FOP&year=2021%2F22
"£20,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/f379/intellectual-property-law-llm,https://courses.leeds.ac.uk/f379/intellectual-property-law-llm#section3,NA,https://application.leeds.ac.uk/login/?courseId=LLM-LAW%2FIPLF&year=2021%2F22
"£24,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/i577/railway-engineering-with-project-management-msc-eng-,https://courses.leeds.ac.uk/i577/railway-engineering-with-project-management-msc-eng-#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSE-CV%2FRPM-F&year=2021%2F22
"£20,750",12 Months,180,On Campus,https://courses.leeds.ac.uk/f922/economics-msc,https://courses.leeds.ac.uk/f922/economics-msc#section3,NA,https://application.leeds.ac.uk/login/?courseId=MSC-BS%2FECN&year=2021%2F22
"£21,250",12 Months,120,On Campus,https://courses.leeds.ac.uk/i093/public-administration-mpa,https://courses.leeds.ac.uk/i093/public-administration-mpa#section3,NA,https://application.leeds.ac.uk/login/?courseId=MPA-PA&year=2021%2F22
"$31,556",24 Months,30,On Campus,https://informatics.njit.edu/ms-information-systems-msis,https://www.njit.edu/admissions/tuition-costs,$75,https://connect.njit.edu/apply/
"£19,875",24 Months,180,On Campus,https://courses.leeds.ac.uk/h973/social-work-ma,https://courses.leeds.ac.uk/h973/social-work-ma,NA,https://application.leeds.ac.uk/login/?courseId=MA-SOCWK-13&year=2021%2F22
"$31,556",24 Months,30,On Campus,https://www.njit.edu/academics/degree/ms-mechanical-engineering,https://www.njit.edu/admissions/tuition-costs,$75,https://connect.njit.edu/apply/
"$31,556",24 Months,30,On Campus,https://www.njit.edu/academics/degree/ms-computer-science,https://www.njit.edu/admissions/tuition-costs,$75,https://connect.njit.edu/apply/
"$31,556",24 Months,30,On Campus,https://www.njit.edu/academics/degree/ms-data-science,https://www.njit.edu/admissions/tuition-costs,$75,https://connect.njit.edu/apply/
"$31,556",24 Months,30,On Campus,https://www.njit.edu/academics/degree/ms-civil-engineering,https://www.njit.edu/admissions/tuition-costs,$75,https://connect.njit.edu/apply/
"$30,540",24 Months,30,On Campus,https://ece.njit.edu/ms-computer-engineering,https://www.njit.edu/admissions/tuition-costs,$75,https://connect.njit.edu/apply/
"$30,540",24 Months,30,On Campus,https://www.njit.edu/academics/degree/ms-electrical-engineering,https://www.njit.edu/admissions/tuition-costs,$75,https://connect.njit.edu/apply/
"$31,556",12 Months,30,On Campus,https://www.njit.edu/academics/degree/ms-business-and-information-systems,https://www.njit.edu/admissions/tuition-costs,$75,https://connect.njit.edu/apply/
"$27,030",24 Months,30,On Campus,https://www.njit.edu/academics/degree/ms-chemical-engineering,https://www.njit.edu/admissions/tuition-costs,$75,https://connect.njit.edu/apply/
